Year,Month,Manufacturer,Model,Sales,Region
2020,October,Mazda,Truck,4290,Kyushu
2024,June,Nissan,Truck,4776,Hokkaido
2022,September,Mazda,Truck,2046,Shikoku
2014,February,Nissan,Sedan,3020,Hokkaido
2022,September,Honda,SUV,2123,Kyushu
2022,February,Toyota,Truck,1000,Chugoku
2017,June,Mazda,Sedan,4025,Shikoku
2017,May,Toyota,Hatchback,2083,Kyushu
2013,November,Nissan,Convertible,2621,Chubu
2021,July,Mazda,Convertible,1553,Hokkaido
2016,March,Subaru,Truck,3774,Hokkaido
2012,February,Nissan,Truck,4477,Kyushu
2019,June,Toyota,Truck,3603,Kyushu
2012,April,Subaru,Hatchback,3356,Chubu
2011,April,Honda,Convertible,4018,Chugoku
2021,March,Toyota,SUV,4379,Tohoku
2016,March,Honda,Hatchback,4038,Hokkaido
2012,June,Subaru,SUV,4824,Chugoku
2022,December,Subaru,Sedan,3409,Chubu
2019,July,Honda,Truck,2110,Kansai
2023,March,Mazda,SUV,1574,Chubu
2024,September,Mazda,Convertible,1892,Kyushu
2019,October,Toyota,Hatchback,3635,Chugoku
2022,May,Honda,Sedan,1174,Chubu
2018,September,Subaru,Convertible,1892,Kanto
2022,September,Toyota,Hatchback,2374,Kyushu
2017,May,Toyota,SUV,2764,Chubu
2018,July,Mazda,Sedan,3576,Tohoku
2017,October,Honda,Convertible,2012,Chugoku
2011,February,Honda,SUV,4060,Tohoku
2023,November,Mazda,Sedan,3160,Kanto
2023,January,Subaru,SUV,4535,Chugoku
2016,August,Honda,Truck,4521,Hokkaido
2021,May,Subaru,Hatchback,1949,Tohoku
2017,March,Mazda,Truck,2375,Kyushu
2017,August,Subaru,Convertible,1336,Hokkaido
2022,March,Subaru,Hatchback,1417,Kansai
2015,September,Subaru,Truck,1560,Chugoku
2022,May,Subaru,Convertible,4710,Chubu
2010,July,Mazda,Sedan,2425,Chubu
2015,November,Mazda,SUV,2438,Kanto
2013,March,Toyota,Truck,1329,Tohoku
2020,April,Subaru,SUV,4979,Hokkaido
2013,May,Toyota,SUV,4268,Kyushu
2012,April,Nissan,Truck,4753,Kyushu
2011,September,Toyota,SUV,2768,Kanto
2021,May,Mazda,SUV,1756,Kansai
2015,May,Honda,Truck,4082,Shikoku
2023,June,Toyota,Convertible,2322,Chubu
2022,November,Mazda,Convertible,1421,Hokkaido
2015,April,Nissan,Hatchback,2252,Kanto
2016,March,Mazda,Hatchback,1998,Kyushu
2016,July,Mazda,Convertible,1800,Hokkaido
2017,April,Subaru,Truck,3044,Chubu
2015,November,Mazda,Convertible,1919,Kyushu
2013,April,Nissan,Convertible,4451,Tohoku
2023,June,Subaru,Truck,4054,Kansai
2018,June,Toyota,Sedan,1712,Kansai
2019,August,Subaru,Truck,4191,Tohoku
2019,April,Honda,Convertible,1936,Kanto
2014,November,Mazda,Sedan,2429,Chubu
2019,October,Subaru,Convertible,4782,Kyushu
2022,October,Toyota,SUV,4189,Chubu
2011,July,Nissan,Convertible,2170,Tohoku
2015,January,Honda,Convertible,2819,Tohoku
2012,December,Toyota,SUV,1317,Kanto
2014,July,Subaru,Sedan,4622,Shikoku
2012,April,Nissan,Hatchback,1799,Chubu
2017,September,Mazda,Convertible,3073,Kansai
2010,October,Toyota,Convertible,2948,Kanto
2017,May,Subaru,Convertible,1015,Chubu
2011,June,Mazda,Truck,3941,Kyushu
2010,March,Mazda,Sedan,3924,Kyushu
2021,February,Toyota,SUV,4202,Tohoku
2023,July,Mazda,Truck,2750,Kansai
2018,January,Subaru,SUV,2101,Chubu
2021,June,Mazda,SUV,1023,Kansai
2015,March,Mazda,Convertible,3080,Kansai
2024,May,Honda,Sedan,1549,Kyushu
2012,December,Subaru,Sedan,4528,Tohoku
2018,February,Toyota,SUV,2358,Kyushu
2017,July,Toyota,Sedan,1610,Kyushu
2010,May,Subaru,Sedan,4600,Shikoku
2010,November,Nissan,Sedan,2321,Shikoku
2020,March,Honda,SUV,4396,Shikoku
2017,July,Toyota,Hatchback,2365,Hokkaido
2019,November,Subaru,Convertible,1056,Shikoku
2021,July,Mazda,Hatchback,2342,Chubu
2024,June,Mazda,Convertible,4281,Tohoku
2013,August,Toyota,Sedan,3040,Tohoku
2014,January,Nissan,Convertible,2777,Hokkaido
2010,November,Honda,SUV,3956,Kyushu
2023,March,Honda,Sedan,4460,Kansai
2012,June,Subaru,Sedan,4833,Tohoku
2014,February,Mazda,Hatchback,4263,Kansai
2012,June,Mazda,Truck,1215,Kanto
2023,May,Toyota,Sedan,1860,Chugoku
2020,April,Subaru,Sedan,3038,Hokkaido
2014,March,Subaru,Hatchback,3549,Tohoku
2017,January,Mazda,Truck,2245,Chugoku
2020,July,Mazda,Convertible,2403,Kyushu
2019,October,Toyota,Hatchback,3429,Hokkaido
2023,January,Mazda,Hatchback,2823,Kanto
2021,February,Mazda,Truck,1557,Kanto
2017,July,Mazda,Hatchback,1948,Chugoku
2017,August,Mazda,Sedan,1351,Tohoku
2011,August,Nissan,SUV,2060,Tohoku
2011,February,Nissan,Sedan,2939,Chugoku
2014,February,Nissan,Sedan,3064,Kanto
2024,October,Subaru,Hatchback,2311,Tohoku
2016,November,Toyota,Sedan,2419,Shikoku
2011,July,Subaru,SUV,1664,Chugoku
2022,September,Toyota,Sedan,4099,Tohoku
2010,November,Honda,Sedan,3110,Chubu
2010,September,Toyota,SUV,4676,Tohoku
2019,February,Subaru,SUV,1118,Kyushu
2010,February,Honda,Truck,4305,Hokkaido
2015,January,Mazda,Hatchback,4578,Kyushu
2012,April,Subaru,Truck,1289,Shikoku
2015,July,Toyota,Truck,1190,Chubu
2020,March,Subaru,Hatchback,3262,Chubu
2013,May,Honda,Convertible,4883,Chubu
2014,January,Mazda,SUV,3072,Hokkaido
2016,August,Toyota,Sedan,2509,Kanto
2013,August,Nissan,SUV,4920,Shikoku
2017,January,Honda,SUV,2152,Chugoku
2012,July,Subaru,Sedan,4971,Chugoku
2011,February,Mazda,Hatchback,4282,Hokkaido
2018,May,Subaru,Sedan,2609,Kanto
2024,November,Subaru,SUV,2997,Tohoku
2019,October,Mazda,Sedan,1915,Tohoku
2019,January,Mazda,Convertible,3847,Kansai
2024,June,Subaru,SUV,3716,Shikoku
2019,January,Subaru,Sedan,1017,Kyushu
2014,September,Toyota,SUV,2838,Hokkaido
2017,March,Toyota,Sedan,4303,Hokkaido
2024,January,Nissan,Hatchback,4698,Chubu
2015,September,Nissan,Convertible,2625,Tohoku
2014,September,Subaru,Convertible,3329,Shikoku
2012,October,Mazda,SUV,4147,Chubu
2020,August,Nissan,SUV,3527,Kyushu
2015,August,Honda,Convertible,1264,Hokkaido
2010,September,Honda,SUV,1697,Kansai
2016,February,Nissan,Sedan,1767,Shikoku
2024,May,Toyota,Hatchback,2581,Chugoku
2011,September,Mazda,Sedan,1621,Kanto
2022,May,Mazda,Convertible,3653,Tohoku
2018,June,Honda,SUV,1251,Tohoku
2012,January,Nissan,Hatchback,4506,Kansai
2013,May,Subaru,SUV,2384,Chugoku
2022,August,Mazda,Hatchback,3762,Kansai
2016,October,Subaru,Convertible,1790,Kansai
2020,July,Nissan,Sedan,3707,Tohoku
2015,December,Mazda,Sedan,2814,Hokkaido
2016,November,Subaru,Hatchback,4804,Kanto
2019,August,Mazda,Convertible,1789,Tohoku
2013,February,Toyota,Convertible,2710,Hokkaido
2010,June,Honda,SUV,1341,Shikoku
2018,August,Honda,Sedan,4872,Kansai
2011,May,Toyota,SUV,4739,Hokkaido
2016,February,Nissan,Hatchback,2039,Chubu
2018,April,Honda,Sedan,1582,Kansai
2017,May,Toyota,Sedan,2184,Kyushu
2013,July,Nissan,Truck,3969,Chugoku
2016,December,Honda,Sedan,3640,Kyushu
2024,July,Toyota,SUV,1027,Kyushu
2012,August,Nissan,Sedan,3581,Tohoku
2018,February,Honda,Truck,4261,Chubu
2023,May,Toyota,Hatchback,3917,Shikoku
2021,June,Subaru,Hatchback,3491,Tohoku
2024,October,Subaru,Truck,1061,Kansai
2012,May,Mazda,Sedan,1005,Kansai
2011,June,Toyota,Truck,4356,Kansai
2022,February,Mazda,Convertible,2182,Kyushu
2021,November,Toyota,Hatchback,1158,Kansai
2012,September,Honda,Truck,2378,Chugoku
2022,April,Subaru,Convertible,3663,Kanto
2018,February,Honda,Truck,1291,Chubu
2015,November,Toyota,Truck,1851,Kansai
2012,September,Subaru,Sedan,3656,Shikoku
2015,August,Mazda,Truck,2490,Kansai
2022,February,Nissan,Sedan,3774,Shikoku
2022,February,Mazda,Truck,4343,Tohoku
2012,May,Honda,SUV,4227,Hokkaido
2010,June,Honda,Sedan,3362,Shikoku
2023,October,Nissan,Hatchback,2230,Hokkaido
2022,June,Mazda,Truck,4522,Chubu
2014,July,Mazda,Sedan,1125,Shikoku
2023,May,Subaru,SUV,4787,Chubu
2017,October,Nissan,Sedan,4470,Chugoku
2022,November,Honda,Truck,3621,Hokkaido
2017,March,Toyota,Sedan,4025,Shikoku
2014,November,Honda,SUV,2102,Shikoku
2017,June,Nissan,Truck,1553,Kanto
2022,September,Subaru,Truck,3173,Tohoku
2011,July,Mazda,Truck,3127,Tohoku
2015,July,Honda,Convertible,4710,Kansai
2011,April,Honda,Convertible,2290,Kanto
2022,April,Subaru,Convertible,1681,Kyushu
2017,April,Subaru,Truck,4176,Tohoku
2011,February,Mazda,Sedan,1023,Chubu
2013,April,Subaru,SUV,4005,Shikoku
2012,July,Nissan,Hatchback,3989,Kanto
2015,July,Toyota,Convertible,3289,Shikoku
2024,March,Honda,Convertible,4065,Kanto
2017,August,Subaru,Truck,2236,Chugoku
2017,April,Nissan,SUV,2307,Tohoku
2011,August,Toyota,SUV,4877,Chubu
2012,October,Mazda,Convertible,3861,Hokkaido
2011,October,Mazda,Convertible,4908,Tohoku
2012,May,Mazda,Sedan,1185,Chubu
2014,March,Nissan,Sedan,1704,Kyushu
2018,March,Nissan,Sedan,3999,Kyushu
2018,March,Nissan,SUV,4651,Shikoku
2019,October,Nissan,Hatchback,2074,Chubu
2020,November,Toyota,Truck,4986,Chubu
2014,November,Mazda,Hatchback,4789,Hokkaido
2021,November,Honda,Sedan,3098,Kanto
2023,November,Mazda,Truck,3865,Hokkaido
2012,May,Toyota,Truck,4974,Kanto
2016,February,Subaru,Convertible,4354,Shikoku
2024,March,Mazda,Hatchback,4418,Shikoku
2016,July,Mazda,Convertible,4346,Tohoku
2017,August,Mazda,Sedan,4499,Hokkaido
2015,December,Nissan,Sedan,3596,Hokkaido
2013,May,Nissan,Sedan,3835,Kanto
2017,December,Mazda,Hatchback,3491,Kanto
2016,May,Honda,Convertible,4845,Tohoku
2017,April,Subaru,Convertible,3551,Kanto
2021,July,Subaru,Truck,3682,Chubu
2021,June,Mazda,Truck,2267,Kansai
2010,April,Mazda,Hatchback,2307,Kanto
2014,June,Mazda,Convertible,4509,Shikoku
2018,February,Nissan,Sedan,3946,Shikoku
2015,January,Mazda,Sedan,4368,Kyushu
2023,July,Subaru,Truck,1147,Kansai
2018,January,Nissan,SUV,1464,Kyushu
2020,December,Toyota,Sedan,3520,Hokkaido
2019,February,Mazda,Truck,3224,Kyushu
2018,July,Subaru,Convertible,1443,Kyushu
2017,April,Mazda,Truck,3551,Shikoku
2023,April,Mazda,Hatchback,3928,Hokkaido
2014,February,Subaru,Sedan,4081,Kanto
2022,October,Mazda,SUV,1718,Kansai
2016,November,Mazda,Convertible,1244,Kanto
2020,July,Nissan,Sedan,2584,Kyushu
2013,May,Honda,Sedan,1997,Chugoku
2020,May,Nissan,SUV,2992,Chugoku
2021,December,Mazda,Hatchback,2958,Shikoku
2012,January,Mazda,Convertible,4412,Shikoku
2013,November,Honda,Convertible,1796,Kyushu
2019,April,Mazda,Truck,2352,Shikoku
2024,November,Nissan,Hatchback,3221,Kanto
2015,February,Toyota,SUV,2539,Shikoku
2022,February,Nissan,Sedan,4054,Kanto
2021,October,Honda,Hatchback,3174,Kanto
2024,June,Subaru,Convertible,1994,Chugoku
2013,May,Honda,Sedan,3912,Kansai
2010,March,Nissan,Convertible,2618,Kanto
2010,April,Toyota,SUV,1894,Hokkaido
2017,April,Toyota,Truck,3621,Kyushu
2022,August,Nissan,Hatchback,3307,Kansai
2021,October,Subaru,Hatchback,1689,Chubu
2013,December,Nissan,Truck,3710,Kyushu
2017,March,Toyota,Truck,2699,Tohoku
2024,October,Toyota,Truck,2560,Chugoku
2019,November,Honda,Convertible,4793,Hokkaido
2015,December,Nissan,Truck,4863,Tohoku
2021,October,Mazda,Hatchback,1022,Kansai
2014,April,Nissan,Convertible,3680,Kansai
2023,March,Toyota,SUV,3249,Hokkaido
2018,July,Honda,Sedan,4441,Hokkaido
2021,October,Toyota,Hatchback,3488,Kanto
2011,December,Nissan,Sedan,1027,Kanto
2019,January,Toyota,Truck,4751,Kansai
2014,October,Toyota,Truck,4994,Chubu
2019,December,Mazda,Truck,3869,Tohoku
2020,June,Nissan,SUV,4120,Kyushu
2010,January,Mazda,Hatchback,3481,Chugoku
2020,July,Nissan,Convertible,4256,Chubu
2013,September,Toyota,Convertible,2044,Kyushu
2023,June,Subaru,Truck,4524,Shikoku
2024,November,Nissan,Truck,3419,Shikoku
2014,August,Subaru,Sedan,4538,Tohoku
2021,March,Nissan,Convertible,4334,Chugoku
2022,July,Honda,Hatchback,3307,Tohoku
2021,February,Mazda,Convertible,1603,Kansai
2019,April,Subaru,Truck,2423,Kansai
2018,May,Toyota,SUV,1199,Shikoku
2012,May,Mazda,Hatchback,4417,Tohoku
2024,July,Honda,Truck,1422,Kanto
2011,June,Subaru,Hatchback,2993,Chubu
2024,July,Toyota,Sedan,3029,Kanto
2020,August,Toyota,Hatchback,4548,Chubu
2021,September,Mazda,Sedan,1306,Chubu
2015,November,Honda,Hatchback,1482,Chubu
2012,November,Subaru,Sedan,4422,Kyushu
2013,August,Toyota,Truck,2514,Kanto
2024,June,Honda,Truck,3310,Kyushu
2017,August,Mazda,Sedan,3743,Kansai
2019,March,Subaru,Truck,3079,Chugoku
2011,March,Subaru,Truck,1903,Tohoku
2010,November,Mazda,Hatchback,2181,Tohoku
2016,August,Honda,Truck,4494,Kanto
2016,September,Toyota,SUV,1336,Chugoku
2019,February,Honda,Convertible,3816,Hokkaido
2021,November,Honda,Hatchback,4016,Chugoku
2023,March,Mazda,SUV,2821,Kansai
2010,September,Subaru,Hatchback,2290,Hokkaido
2020,March,Subaru,Convertible,3088,Kyushu
2018,February,Subaru,Sedan,3539,Tohoku
2020,February,Honda,Sedan,3331,Shikoku
2018,April,Mazda,Sedan,4577,Kansai
2016,April,Honda,SUV,3945,Kanto
2020,November,Subaru,SUV,1749,Tohoku
2015,January,Honda,Convertible,3974,Chubu
2017,April,Subaru,SUV,4375,Tohoku
2016,August,Nissan,Truck,3525,Shikoku
2017,April,Nissan,Hatchback,1297,Hokkaido
2014,January,Honda,Truck,1923,Tohoku
2024,November,Mazda,SUV,4783,Shikoku
2015,April,Mazda,Truck,4640,Chugoku
2016,January,Toyota,Convertible,1244,Hokkaido
2011,November,Toyota,Sedan,3089,Kyushu
2024,October,Nissan,Hatchback,1957,Kansai
2022,January,Mazda,Sedan,2682,Hokkaido
2022,October,Nissan,Convertible,3504,Chugoku
2011,December,Toyota,Hatchback,1110,Chugoku
2016,February,Nissan,Hatchback,1139,Chubu
2024,August,Mazda,SUV,1220,Chubu
2013,October,Nissan,Sedan,1151,Kanto
2015,October,Honda,Hatchback,4037,Chugoku
2020,March,Honda,Truck,3845,Chugoku
2023,December,Nissan,Truck,1880,Kanto
2016,November,Mazda,SUV,3071,Shikoku
2020,November,Nissan,SUV,2990,Tohoku
2018,March,Subaru,SUV,2473,Kanto
2017,February,Toyota,Convertible,3715,Chugoku
2021,August,Toyota,Truck,4404,Hokkaido
2022,October,Toyota,Sedan,1518,Hokkaido
2017,July,Subaru,Truck,4073,Tohoku
2024,January,Subaru,Sedan,1555,Tohoku
2021,July,Mazda,Sedan,4825,Kanto
2011,June,Mazda,Truck,4786,Kanto
2010,March,Nissan,Convertible,2666,Chubu
2011,November,Mazda,Hatchback,4538,Hokkaido
2023,May,Nissan,Convertible,3811,Chugoku
2013,September,Mazda,Sedan,3247,Tohoku
2012,September,Mazda,SUV,4859,Chugoku
2017,November,Honda,Truck,4017,Chugoku
2020,December,Honda,Hatchback,3823,Shikoku
2019,August,Subaru,SUV,2616,Chugoku
2014,March,Nissan,Convertible,2839,Chugoku
2016,December,Nissan,Sedan,2490,Chugoku
2016,May,Subaru,Convertible,3929,Tohoku
2022,April,Honda,Convertible,3642,Chubu
2024,October,Honda,Hatchback,2702,Kansai
2014,August,Mazda,Sedan,4203,Kanto
2014,November,Subaru,Hatchback,3292,Kansai
2024,December,Mazda,Sedan,3665,Tohoku
2022,December,Toyota,SUV,3982,Kyushu
2023,January,Nissan,Truck,3154,Chugoku
2019,July,Nissan,Convertible,3486,Tohoku
2015,March,Honda,SUV,1947,Chubu
2020,August,Mazda,Convertible,1403,Chugoku
2016,March,Mazda,Truck,1517,Tohoku
2010,October,Toyota,Truck,4911,Chugoku
2011,August,Honda,Hatchback,3562,Chubu
2012,August,Mazda,Hatchback,3481,Chubu
2010,June,Subaru,SUV,2074,Chubu
2019,June,Honda,Sedan,1806,Kansai
2011,February,Mazda,Sedan,3468,Chugoku
2021,May,Honda,Convertible,2556,Chugoku
2023,July,Nissan,SUV,3154,Hokkaido
2020,January,Nissan,Hatchback,3650,Tohoku
2013,November,Nissan,SUV,4310,Kansai
2010,January,Nissan,Hatchback,3036,Kyushu
2015,January,Mazda,SUV,4618,Tohoku
2016,May,Mazda,Hatchback,1063,Kanto
2018,July,Toyota,SUV,1758,Kansai
2022,November,Subaru,Sedan,4358,Hokkaido
2018,December,Mazda,Sedan,2408,Tohoku
2018,January,Nissan,Convertible,2658,Shikoku
2020,August,Mazda,Convertible,3194,Chubu
2010,April,Honda,Truck,3594,Shikoku
2020,November,Nissan,SUV,3455,Kyushu
2011,November,Mazda,Convertible,1872,Kansai
2019,March,Mazda,Convertible,1198,Hokkaido
2017,December,Honda,SUV,2531,Shikoku
2023,March,Nissan,Convertible,2286,Shikoku
2023,February,Toyota,Hatchback,2894,Kansai
2017,May,Toyota,Convertible,3557,Tohoku
2010,September,Nissan,Convertible,3027,Chubu
2023,June,Subaru,Sedan,4792,Shikoku
2023,December,Honda,Hatchback,4846,Kyushu
2011,September,Toyota,Truck,3735,Chugoku
2016,July,Mazda,Hatchback,3747,Chubu
2012,January,Mazda,Convertible,2114,Hokkaido
2020,December,Toyota,Sedan,2659,Shikoku
2016,December,Subaru,Convertible,1778,Chubu
2023,February,Subaru,Sedan,2381,Tohoku
2010,May,Nissan,Hatchback,3560,Tohoku
2015,March,Mazda,Hatchback,4584,Kanto
2010,December,Subaru,Sedan,3237,Chugoku
2022,October,Nissan,Hatchback,4580,Tohoku
2018,November,Mazda,Truck,3864,Hokkaido
2018,May,Mazda,SUV,3377,Tohoku
2024,February,Nissan,Convertible,4167,Hokkaido
2010,September,Subaru,Hatchback,2789,Kansai
2016,May,Toyota,Hatchback,4155,Kansai
2015,June,Honda,SUV,1451,Kansai
2021,September,Mazda,Truck,1610,Kansai
2012,November,Toyota,Convertible,4667,Chubu
2024,February,Subaru,SUV,2966,Kanto
2017,July,Toyota,Sedan,1162,Shikoku
2019,April,Nissan,Sedan,2429,Shikoku
2014,June,Nissan,Hatchback,3983,Chugoku
2021,November,Toyota,Hatchback,4764,Kanto
2021,June,Mazda,Hatchback,1209,Chugoku
2023,April,Honda,Convertible,2343,Kyushu
2020,July,Subaru,Sedan,2284,Chubu
2012,August,Nissan,Sedan,4831,Kansai
2018,September,Subaru,Hatchback,2302,Kanto
2016,May,Toyota,SUV,3501,Tohoku
2014,July,Subaru,Hatchback,3226,Chubu
2022,September,Honda,Hatchback,1643,Kyushu
2023,April,Mazda,Truck,3411,Hokkaido
2017,February,Nissan,Truck,3047,Chugoku
2014,March,Mazda,Hatchback,2406,Chubu
2016,January,Subaru,Hatchback,3616,Kanto
2014,August,Toyota,SUV,2967,Kyushu
2019,February,Mazda,Hatchback,4790,Kanto
2018,September,Toyota,Hatchback,1449,Hokkaido
2019,February,Mazda,Truck,2221,Chubu
2023,June,Nissan,Convertible,3525,Kansai
2012,July,Subaru,SUV,4794,Kansai
2022,July,Toyota,Sedan,3968,Shikoku
2010,May,Subaru,Truck,3067,Kansai
2011,January,Mazda,Truck,3148,Kansai
2014,April,Mazda,Hatchback,4894,Chubu
2022,December,Toyota,Sedan,2467,Chubu
2011,August,Honda,Truck,3681,Kansai
2014,October,Subaru,Truck,4901,Kyushu
2024,May,Subaru,Hatchback,3101,Shikoku
2014,September,Toyota,Hatchback,1935,Tohoku
2022,June,Mazda,SUV,1814,Kyushu
2019,March,Nissan,Truck,2964,Kanto
2017,October,Honda,Truck,3097,Tohoku
2021,April,Nissan,Hatchback,3397,Kyushu
2019,June,Subaru,Hatchback,1470,Shikoku
2012,February,Mazda,Sedan,3527,Shikoku
2024,October,Toyota,Hatchback,4933,Kanto
2023,January,Toyota,Truck,2152,Chugoku
2013,October,Toyota,Convertible,3971,Chugoku
2018,February,Nissan,Sedan,2381,Kansai
2020,November,Mazda,Truck,3112,Kanto
2019,December,Subaru,Hatchback,4493,Chugoku
2015,January,Subaru,Sedan,3571,Chugoku
2014,June,Subaru,SUV,2659,Hokkaido
2011,November,Honda,Sedan,2104,Chubu
2013,August,Toyota,SUV,3664,Chugoku
2018,May,Toyota,SUV,3664,Shikoku
2015,December,Subaru,Sedan,3337,Shikoku
2010,May,Nissan,Sedan,2375,Tohoku
2024,March,Mazda,Hatchback,4770,Hokkaido
2016,October,Toyota,Convertible,3177,Shikoku
2024,April,Honda,Hatchback,1191,Kansai
2016,June,Honda,Convertible,1169,Chugoku
2018,November,Nissan,Sedan,2410,Kyushu
2011,March,Honda,Hatchback,2229,Kanto
2013,September,Toyota,Convertible,3958,Shikoku
2024,March,Nissan,Truck,3737,Chugoku
2020,December,Mazda,SUV,4554,Chubu
2015,November,Toyota,Convertible,3432,Tohoku
2011,May,Nissan,Convertible,2665,Shikoku
2021,April,Toyota,Truck,2801,Hokkaido
2015,February,Nissan,Hatchback,3784,Kyushu
2017,June,Toyota,Hatchback,4833,Chubu
2015,September,Subaru,Hatchback,2631,Tohoku
2020,April,Nissan,Convertible,2210,Kansai
2018,April,Toyota,Convertible,2837,Tohoku
2023,November,Nissan,Hatchback,1786,Kyushu
2018,March,Mazda,Truck,4345,Chubu
2023,July,Nissan,Hatchback,3408,Kanto
2017,December,Subaru,Truck,2002,Kanto
2021,February,Toyota,Truck,1079,Hokkaido
2016,January,Toyota,Hatchback,2043,Tohoku
2018,August,Mazda,Convertible,3724,Kyushu
2018,October,Toyota,Truck,1686,Chubu
2016,May,Toyota,Sedan,1880,Chugoku
2011,May,Honda,Truck,2505,Chubu
2014,February,Nissan,Sedan,3926,Tohoku
2011,October,Honda,SUV,4548,Kansai
2022,May,Honda,Convertible,2923,Kyushu
2018,June,Subaru,Truck,1964,Chugoku
2013,August,Mazda,Convertible,4344,Tohoku
2020,August,Honda,Convertible,4430,Kansai
2016,May,Nissan,SUV,4263,Kanto
2014,November,Nissan,Sedan,1563,Chugoku
2021,August,Nissan,Hatchback,4338,Shikoku
2011,November,Toyota,Truck,3346,Kanto
2022,June,Toyota,SUV,1921,Hokkaido
2012,April,Subaru,Convertible,1184,Tohoku
2012,October,Toyota,Sedan,3028,Kanto
2022,April,Subaru,SUV,2506,Chugoku
2018,August,Toyota,Hatchback,3616,Shikoku
2013,January,Honda,Truck,4761,Chubu
2012,December,Toyota,Convertible,2596,Tohoku
2023,July,Nissan,SUV,2285,Shikoku
2014,January,Subaru,SUV,2062,Tohoku
2012,May,Nissan,Truck,1338,Hokkaido
2021,April,Honda,Sedan,3457,Tohoku
2023,April,Honda,SUV,3445,Shikoku
2011,March,Honda,Hatchback,1062,Hokkaido
2010,February,Subaru,Truck,1348,Hokkaido
2019,December,Mazda,Sedan,2446,Chugoku
2024,January,Honda,Sedan,2992,Kanto
2024,June,Nissan,Hatchback,3541,Tohoku
2023,June,Honda,Convertible,2878,Chubu
2015,February,Mazda,Truck,2767,Kansai
2020,April,Honda,Convertible,3646,Kyushu
2017,March,Subaru,Hatchback,3388,Chugoku
2013,April,Subaru,Convertible,4204,Shikoku
2017,August,Mazda,Sedan,1938,Hokkaido
2021,September,Honda,Truck,4990,Kanto
2016,August,Subaru,Sedan,4424,Chubu
2011,February,Mazda,SUV,1575,Chubu
2016,January,Toyota,SUV,4102,Tohoku
2014,June,Nissan,Truck,4206,Shikoku
2013,July,Subaru,Convertible,2961,Kyushu
2024,October,Subaru,SUV,2330,Chugoku
2019,August,Honda,Hatchback,2454,Chubu
2019,February,Mazda,Hatchback,3963,Chubu
2022,April,Mazda,Truck,2998,Chubu
2019,April,Toyota,Hatchback,2171,Kanto
2022,July,Honda,Truck,1041,Tohoku
2024,September,Subaru,Hatchback,2739,Kanto
2018,May,Mazda,Convertible,1101,Shikoku
2022,May,Mazda,Truck,2669,Kansai
2012,October,Nissan,Convertible,3872,Chubu
2022,June,Nissan,SUV,1890,Chugoku
2021,December,Honda,Sedan,2379,Tohoku
2023,July,Mazda,SUV,1800,Kyushu
2012,April,Honda,Sedan,2392,Kyushu
2013,July,Toyota,SUV,2279,Hokkaido
2011,February,Subaru,SUV,1565,Kanto
2017,January,Subaru,Hatchback,1207,Kanto
2016,October,Honda,Hatchback,2554,Kyushu
2017,September,Mazda,Convertible,4378,Chugoku
2017,May,Toyota,Convertible,3301,Hokkaido
2020,October,Honda,SUV,4623,Chugoku
2020,August,Honda,SUV,4523,Kyushu
2014,November,Nissan,Convertible,2300,Kansai
2021,May,Mazda,Hatchback,4517,Tohoku
2016,July,Subaru,Hatchback,1054,Hokkaido
2015,April,Toyota,Sedan,1932,Tohoku
2012,June,Toyota,Sedan,3268,Kansai
2019,August,Honda,SUV,3299,Kyushu
2015,March,Toyota,Hatchback,1837,Hokkaido
2010,December,Subaru,Hatchback,1438,Shikoku
2013,March,Toyota,Hatchback,3822,Kansai
2019,August,Nissan,Hatchback,4485,Shikoku
2022,February,Subaru,Sedan,4489,Chugoku
2013,August,Toyota,Sedan,1920,Kyushu
2023,August,Nissan,Truck,3262,Chubu
2017,November,Honda,Hatchback,4027,Shikoku
